interaction_id,data_chamada,cliente_id,canal,motivo,submotivo,duracao_segundos,satisfacao,agente,duracao_minutos,ano_mes,chamada_longa
740,2025-10-05 02:16:02.330166,66651,CHAT,CANCELAMENTO,DESISTENCIA,461,2,PAULO ROCHA,7.68,2025-10,False
741,2025-11-19 15:58:02.330166,11276,VOZ,SUPORTE TECNICO,LENTIDAO,923,4,JOAO SANTOS,15.38,2025-11,True
742,2025-08-19 14:49:02.330166,42895,WHATSAPP,CANCELAMENTO,VALOR ALTO,1222,1,CARLOS LIMA,20.37,2025-08,True
743,2025-07-25 17:36:02.330166,17869,VOZ,FATURAMENTO,2ª VIA,1726,3,CARLOS LIMA,28.77,2025-07,True
744,2025-11-08 13:07:02.330166,53864,CHAT,FATURAMENTO,VALOR INDEVIDO,799,3,FERNANDA COSTA,13.32,2025-11,True
745,2025-06-29 14:36:02.330166,63970,VOZ,CANCELAMENTO,VALOR ALTO,779,5,JOAO SANTOS,12.98,2025-06,True
746,2025-08-29 15:26:02.330166,52610,WHATSAPP,SUPORTE TECNICO,LENTIDAO,1105,4,PAULO ROCHA,18.42,2025-08,True
747,2025-09-03 08:52:02.330166,90434,CHAT,INFORMACOES,PLANO,1009,2,JOAO SANTOS,16.82,2025-09,True
748,2025-10-18 22:01:02.330166,90256,WHATSAPP,CANCELAMENTO,NA,888,1,ANA SILVA,14.8,2025-10,True
749,2025-08-06 13:02:02.330166,51088,CHAT,SUPORTE TECNICO,LENTIDAO,1397,3,PAULO ROCHA,23.28,2025-08,True
750,2025-08-14 09:03:02.330166,68313,CHAT,CANCELAMENTO,VALOR ALTO,1591,5,FERNANDA COSTA,26.52,2025-08,True
751,2025-07-26 10:58:02.330166,34102,VOZ,INFORMACOES,PROMOCAO,316,2,PAULO ROCHA,5.27,2025-07,False
752,2025-08-03 07:57:02.330166,31877,CHAT,CANCELAMENTO,DESISTENCIA,270,1,ANA SILVA,4.5,2025-08,False
753,2025-07-05 19:07:02.330166,13455,CHAT,INFORMACOES,COBERTURA,1133,1,ANA SILVA,18.88,2025-07,True
754,2025-07-11 08:18:02.330166,95830,CHAT,CANCELAMENTO,DESISTENCIA,693,2,JOAO SANTOS,11.55,2025-07,True
755,2025-10-18 01:05:02.330166,26569,VOZ,CANCELAMENTO,VALOR ALTO,1138,2,ANA SILVA,18.97,2025-10,True
756,2025-08-29 23:00:02.330166,52624,CHAT,FATURAMENTO,2ª VIA,1016,5,MARIA OLIVEIRA,16.93,2025-08,True
757,2025-12-19 11:56:02.330166,80685,VOZ,INFORMACOES,PLANO,1270,5,CARLOS LIMA,21.17,2025-12,True
758,2025-10-20 11:13:02.330166,93824,WHATSAPP,INFORMACOES,COBERTURA,694,3,CARLOS LIMA,11.57,2025-10,True
759,2025-09-14 10:28:02.330166,50352,CHAT,SUPORTE TECNICO,SEM SINAL,904,3,JOAO SANTOS,15.07,2025-09,True
760,2025-06-26 00:21:02.330166,78592,VOZ,CANCELAMENTO,DESISTENCIA,764,3,CARLOS LIMA,12.73,2025-06,True
761,2025-12-10 20:36:02.330166,74478,CHAT,FATURAMENTO,2ª VIA,673,1,CARLOS LIMA,11.22,2025-12,True
762,2025-11-18 01:04:02.330166,10946,WHATSAPP,CANCELAMENTO,DESISTENCIA,825,2,CARLOS LIMA,13.75,2025-11,True
763,2025-08-10 11:45:02.330166,31400,WHATSAPP,INFORMACOES,PROMOCAO,1569,4,CARLOS LIMA,26.15,2025-08,True
764,2025-07-10 10:01:02.330166,65343,WHATSAPP,SUPORTE TECNICO,LENTIDAO,550,5,FERNANDA COSTA,9.17,2025-07,False
765,2025-10-22 01:06:02.330166,79722,CHAT,CANCELAMENTO,VALOR ALTO,905,2,ANA SILVA,15.08,2025-10,True
766,2025-08-17 17:12:02.330166,24464,WHATSAPP,SUPORTE TECNICO,SEM SINAL,992,5,CARLOS LIMA,16.53,2025-08,True
767,2025-07-30 04:24:02.330166,52027,VOZ,CANCELAMENTO,VALOR ALTO,371,1,FERNANDA COSTA,6.18,2025-07,False
768,2025-12-20 00:08:02.330166,23405,CHAT,FATURAMENTO,BOLETO,611,2,PAULO ROCHA,10.18,2025-12,True
769,2025-06-27 11:47:02.330166,40514,VOZ,INFORMACOES,COBERTURA,368,1,CARLOS LIMA,6.13,2025-06,False
770,2025-09-10 12:01:02.330166,50838,CHAT,SUPORTE TECNICO,LENTIDAO,820,4,PAULO ROCHA,13.67,2025-09,True
771,2025-07-10 14:27:02.330166,29148,VOZ,FATURAMENTO,VALOR INDEVIDO,605,4,ANA SILVA,10.08,2025-07,True
772,2025-07-30 23:39:02.330166,42778,CHAT,INFORMACOES,PLANO,1756,1,ANA SILVA,29.27,2025-07,True
773,2025-11-13 09:29:02.330166,68059,VOZ,SUPORTE TECNICO,LENTIDAO,1570,1,JOAO SANTOS,26.17,2025-11,True
774,2025-11-13 08:28:02.330166,22315,WHATSAPP,INFORMACOES,COBERTURA,1423,2,CARLOS LIMA,23.72,2025-11,True
775,2025-12-17 23:33:02.330166,50908,CHAT,INFORMACOES,COBERTURA,384,1,PAULO ROCHA,6.4,2025-12,False
776,2025-09-21 14:28:02.330166,93692,CHAT,FATURAMENTO,VALOR INDEVIDO,466,3,ANA SILVA,7.77,2025-09,False
777,2025-08-07 22:54:02.330166,92956,CHAT,SUPORTE TECNICO,SEM SINAL,724,1,JOAO SANTOS,12.07,2025-08,True
778,2025-09-06 01:15:02.330166,41862,VOZ,CANCELAMENTO,DESISTENCIA,146,5,PAULO ROCHA,2.43,2025-09,False
779,2025-10-12 12:50:02.330166,30315,CHAT,INFORMACOES,COBERTURA,1638,1,JOAO SANTOS,27.3,2025-10,True
780,2025-07-12 15:17:02.330166,99908,WHATSAPP,SUPORTE TECNICO,LENTIDAO,753,1,ANA SILVA,12.55,2025-07,True
781,2025-10-31 16:05:02.330166,80300,VOZ,CANCELAMENTO,DESISTENCIA,317,4,JOAO SANTOS,5.28,2025-10,False
782,2025-11-19 15:20:02.330166,67503,WHATSAPP,CANCELAMENTO,VALOR ALTO,455,1,PAULO ROCHA,7.58,2025-11,False
783,2025-11-04 20:53:02.330166,27659,CHAT,INFORMACOES,PROMOCAO,140,4,PAULO ROCHA,2.33,2025-11,False
784,2025-08-18 15:34:02.330166,81137,WHATSAPP,INFORMACOES,COBERTURA,1063,2,FERNANDA COSTA,17.72,2025-08,True
785,2025-08-28 06:55:02.330166,52425,WHATSAPP,SUPORTE TECNICO,INSTABILIDADE,1019,3,FERNANDA COSTA,16.98,2025-08,True
786,2025-09-30 16:31:02.330166,30319,CHAT,SUPORTE TECNICO,SEM SINAL,665,3,FERNANDA COSTA,11.08,2025-09,True
787,2025-06-26 03:05:02.330166,93627,WHATSAPP,CANCELAMENTO,NA,836,2,ANA SILVA,13.93,2025-06,True
788,2025-08-23 09:05:02.330166,18302,WHATSAPP,CANCELAMENTO,DESISTENCIA,1163,4,JOAO SANTOS,19.38,2025-08,True
789,2025-07-24 01:21:02.330166,90352,CHAT,INFORMACOES,COBERTURA,720,4,PAULO ROCHA,12.0,2025-07,True
790,2025-07-13 12:30:02.330166,78576,WHATSAPP,CANCELAMENTO,DESISTENCIA,196,1,JOAO SANTOS,3.27,2025-07,False
791,2025-08-01 18:50:02.330166,24031,CHAT,SUPORTE TECNICO,SEM SINAL,452,1,ANA SILVA,7.53,2025-08,False
792,2025-09-23 04:23:02.330166,78920,WHATSAPP,INFORMACOES,COBERTURA,1496,5,MARIA OLIVEIRA,24.93,2025-09,True
793,2025-08-05 04:18:02.330166,89423,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,205,1,JOAO SANTOS,3.42,2025-08,False
794,2025-09-19 04:55:02.330166,93744,VOZ,INFORMACOES,PLANO,799,5,PAULO ROCHA,13.32,2025-09,True
795,2025-11-17 14:04:02.330166,17641,WHATSAPP,INFORMACOES,PROMOCAO,604,5,ANA SILVA,10.07,2025-11,True
796,2025-07-10 04:27:02.330166,38298,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,258,1,PAULO ROCHA,4.3,2025-07,False
797,2025-09-04 03:29:02.330166,34832,VOZ,SUPORTE TECNICO,INSTABILIDADE,1137,2,FERNANDA COSTA,18.95,2025-09,True
798,2025-11-09 09:13:02.330166,83156,CHAT,SUPORTE TECNICO,INSTABILIDADE,1588,1,PAULO ROCHA,26.47,2025-11,True
799,2025-10-31 21:26:02.330166,97194,CHAT,CANCELAMENTO,VALOR ALTO,273,2,JOAO SANTOS,4.55,2025-10,False
800,2025-08-26 10:33:02.330166,96184,VOZ,INFORMACOES,COBERTURA,1153,5,CARLOS LIMA,19.22,2025-08,True
801,2025-10-04 03:17:02.330166,52553,CHAT,CANCELAMENTO,VALOR ALTO,904,4,PAULO ROCHA,15.07,2025-10,True
802,2025-10-06 12:22:02.330166,81516,VOZ,CANCELAMENTO,DESISTENCIA,828,5,PAULO ROCHA,13.8,2025-10,True
803,2025-12-18 01:28:02.330166,69297,CHAT,CANCELAMENTO,VALOR ALTO,873,1,PAULO ROCHA,14.55,2025-12,True
804,2025-10-12 10:52:02.330166,12136,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,336,3,ANA SILVA,5.6,2025-10,False
805,2025-08-04 02:31:02.330166,51275,VOZ,CANCELAMENTO,DESISTENCIA,1640,3,FERNANDA COSTA,27.33,2025-08,True
806,2025-07-02 20:49:02.330166,70341,CHAT,SUPORTE TECNICO,SEM SINAL,379,2,MARIA OLIVEIRA,6.32,2025-07,False
807,2025-08-07 09:55:02.330166,43586,CHAT,CANCELAMENTO,DESISTENCIA,248,5,CARLOS LIMA,4.13,2025-08,False
808,2025-07-10 01:14:02.330166,52558,CHAT,SUPORTE TECNICO,INSTABILIDADE,414,4,PAULO ROCHA,6.9,2025-07,False
809,2025-10-20 22:00:02.330166,49373,VOZ,FATURAMENTO,2ª VIA,1556,5,CARLOS LIMA,25.93,2025-10,True
810,2025-12-10 19:40:02.330166,53829,CHAT,FATURAMENTO,BOLETO,1733,4,CARLOS LIMA,28.88,2025-12,True
811,2025-11-09 02:36:02.330166,95561,WHATSAPP,FATURAMENTO,BOLETO,83,4,ANA SILVA,1.38,2025-11,False
812,2025-08-23 03:03:02.330166,80769,WHATSAPP,CANCELAMENTO,DESISTENCIA,366,3,FERNANDA COSTA,6.1,2025-08,False
813,2025-07-05 04:40:02.330166,98294,WHATSAPP,SUPORTE TECNICO,SEM SINAL,864,4,FERNANDA COSTA,14.4,2025-07,True
814,2025-09-12 15:06:02.330166,47982,CHAT,FATURAMENTO,BOLETO,363,2,MARIA OLIVEIRA,6.05,2025-09,False
815,2025-10-08 00:36:02.330166,16463,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,877,3,ANA SILVA,14.62,2025-10,True
816,2025-09-13 02:16:02.330166,27088,VOZ,INFORMACOES,COBERTURA,1044,5,JOAO SANTOS,17.4,2025-09,True
817,2025-10-22 17:40:02.330166,84885,VOZ,INFORMACOES,PROMOCAO,1209,5,PAULO ROCHA,20.15,2025-10,True
818,2025-07-09 00:58:02.330166,44898,CHAT,SUPORTE TECNICO,SEM SINAL,722,5,ANA SILVA,12.03,2025-07,True
819,2025-09-09 06:55:02.330166,65514,CHAT,FATURAMENTO,2ª VIA,773,2,MARIA OLIVEIRA,12.88,2025-09,True
820,2025-11-13 02:44:02.330166,49953,VOZ,CANCELAMENTO,DESISTENCIA,776,5,CARLOS LIMA,12.93,2025-11,True
821,2025-07-04 04:01:02.330166,40603,VOZ,SUPORTE TECNICO,LENTIDAO,1463,3,JOAO SANTOS,24.38,2025-07,True
822,2025-11-07 15:13:02.330166,17148,VOZ,FATURAMENTO,BOLETO,1331,2,MARIA OLIVEIRA,22.18,2025-11,True
823,2025-10-30 07:11:02.330166,24585,CHAT,FATURAMENTO,VALOR INDEVIDO,981,4,ANA SILVA,16.35,2025-10,True
824,2025-11-07 17:06:02.330166,80517,VOZ,CANCELAMENTO,DESISTENCIA,477,5,FERNANDA COSTA,7.95,2025-11,False
825,2025-10-17 10:03:02.330166,28526,WHATSAPP,CANCELAMENTO,VALOR ALTO,1491,1,CARLOS LIMA,24.85,2025-10,True
826,2025-07-27 00:05:02.330166,17878,CHAT,FATURAMENTO,VALOR INDEVIDO,471,5,MARIA OLIVEIRA,7.85,2025-07,False
827,2025-10-23 04:37:02.330166,11092,VOZ,FATURAMENTO,VALOR INDEVIDO,855,3,PAULO ROCHA,14.25,2025-10,True
828,2025-06-29 11:18:02.330166,48337,WHATSAPP,CANCELAMENTO,NA,851,2,CARLOS LIMA,14.18,2025-06,True
829,2025-09-22 05:28:02.330166,88263,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,240,2,JOAO SANTOS,4.0,2025-09,False
830,2025-12-11 15:14:02.330166,12816,VOZ,INFORMACOES,COBERTURA,566,5,MARIA OLIVEIRA,9.43,2025-12,False
831,2025-09-05 14:44:02.330166,30578,VOZ,CANCELAMENTO,NA,770,3,MARIA OLIVEIRA,12.83,2025-09,True
832,2025-12-21 01:57:02.330166,75700,CHAT,CANCELAMENTO,NA,1722,1,PAULO ROCHA,28.7,2025-12,True
833,2025-12-05 02:10:02.330166,13862,WHATSAPP,CANCELAMENTO,VALOR ALTO,633,2,JOAO SANTOS,10.55,2025-12,True
834,2025-10-23 14:07:02.330166,27991,VOZ,CANCELAMENTO,VALOR ALTO,1554,4,FERNANDA COSTA,25.9,2025-10,True
835,2025-08-08 18:06:02.330166,85090,VOZ,SUPORTE TECNICO,LENTIDAO,933,3,FERNANDA COSTA,15.55,2025-08,True
836,2025-10-02 17:00:02.330166,27271,VOZ,CANCELAMENTO,VALOR ALTO,1396,2,FERNANDA COSTA,23.27,2025-10,True
837,2025-08-21 05:59:02.330166,78656,VOZ,SUPORTE TECNICO,SEM SINAL,940,2,PAULO ROCHA,15.67,2025-08,True
838,2025-07-08 08:14:02.330166,83051,WHATSAPP,SUPORTE TECNICO,LENTIDAO,1533,1,JOAO SANTOS,25.55,2025-07,True
839,2025-11-05 08:36:02.330166,13864,CHAT,CANCELAMENTO,DESISTENCIA,907,4,MARIA OLIVEIRA,15.12,2025-11,True
840,2025-12-12 23:38:02.330166,93472,WHATSAPP,INFORMACOES,COBERTURA,620,2,JOAO SANTOS,10.33,2025-12,True
841,2025-07-29 15:07:02.330166,13433,WHATSAPP,FATURAMENTO,BOLETO,1323,3,FERNANDA COSTA,22.05,2025-07,True
842,2025-08-07 06:22:02.330166,40266,WHATSAPP,SUPORTE TECNICO,INSTABILIDADE,113,3,ANA SILVA,1.88,2025-08,False
843,2025-09-25 10:38:02.330166,89260,CHAT,INFORMACOES,PLANO,1518,3,JOAO SANTOS,25.3,2025-09,True
844,2025-09-20 06:13:02.330166,28024,VOZ,INFORMACOES,PROMOCAO,455,2,ANA SILVA,7.58,2025-09,False
845,2025-12-11 11:14:02.330166,45370,CHAT,INFORMACOES,PLANO,515,2,JOAO SANTOS,8.58,2025-12,False
846,2025-12-11 18:31:02.330166,67577,WHATSAPP,FATURAMENTO,BOLETO,1063,3,CARLOS LIMA,17.72,2025-12,True
847,2025-09-07 16:50:02.330166,15482,WHATSAPP,SUPORTE TECNICO,LENTIDAO,1565,4,PAULO ROCHA,26.08,2025-09,True
848,2025-10-15 07:39:02.330166,84964,WHATSAPP,CANCELAMENTO,VALOR ALTO,1158,5,PAULO ROCHA,19.3,2025-10,True
849,2025-07-15 21:33:02.330166,69193,CHAT,FATURAMENTO,2ª VIA,1753,1,JOAO SANTOS,29.22,2025-07,True
850,2025-07-03 03:26:02.330166,83098,CHAT,INFORMACOES,COBERTURA,1117,1,JOAO SANTOS,18.62,2025-07,True
851,2025-09-06 11:00:02.330166,49918,CHAT,CANCELAMENTO,VALOR ALTO,1004,2,CARLOS LIMA,16.73,2025-09,True
852,2025-10-29 14:24:02.330166,77760,VOZ,CANCELAMENTO,DESISTENCIA,1009,4,ANA SILVA,16.82,2025-10,True
853,2025-11-14 18:16:02.330166,86735,WHATSAPP,FATURAMENTO,BOLETO,1179,2,CARLOS LIMA,19.65,2025-11,True
854,2025-09-16 01:54:02.330166,13265,VOZ,INFORMACOES,PROMOCAO,989,5,PAULO ROCHA,16.48,2025-09,True
855,2025-07-12 09:57:02.330166,42778,CHAT,SUPORTE TECNICO,LENTIDAO,1476,2,PAULO ROCHA,24.6,2025-07,True
856,2025-07-16 18:44:02.330166,68903,WHATSAPP,FATURAMENTO,BOLETO,803,1,FERNANDA COSTA,13.38,2025-07,True
857,2025-11-17 00:10:02.330166,77065,WHATSAPP,INFORMACOES,COBERTURA,387,4,FERNANDA COSTA,6.45,2025-11,False
858,2025-11-12 20:31:02.330166,32398,CHAT,INFORMACOES,PLANO,1218,2,JOAO SANTOS,20.3,2025-11,True
859,2025-11-13 00:26:02.330166,16725,CHAT,SUPORTE TECNICO,SEM SINAL,690,3,PAULO ROCHA,11.5,2025-11,True
860,2025-10-18 00:57:02.330166,33684,VOZ,INFORMACOES,PROMOCAO,329,2,ANA SILVA,5.48,2025-10,False
861,2025-09-17 11:47:02.330166,75225,CHAT,CANCELAMENTO,DESISTENCIA,1173,1,FERNANDA COSTA,19.55,2025-09,True
862,2025-08-04 11:29:02.330166,87183,WHATSAPP,INFORMACOES,PLANO,1034,4,CARLOS LIMA,17.23,2025-08,True
863,2025-10-13 10:42:02.330166,88656,VOZ,INFORMACOES,PLANO,561,5,MARIA OLIVEIRA,9.35,2025-10,False
864,2025-07-29 15:31:02.330166,29432,VOZ,SUPORTE TECNICO,SEM SINAL,1397,3,ANA SILVA,23.28,2025-07,True
865,2025-10-25 10:06:02.330166,85771,WHATSAPP,SUPORTE TECNICO,SEM SINAL,671,3,ANA SILVA,11.18,2025-10,True
866,2025-09-09 21:39:02.330166,33363,VOZ,FATURAMENTO,NA,1436,3,FERNANDA COSTA,23.93,2025-09,True
867,2025-11-09 09:50:02.330166,85886,CHAT,SUPORTE TECNICO,LENTIDAO,133,1,MARIA OLIVEIRA,2.22,2025-11,False
868,2025-12-06 09:19:02.330166,59668,VOZ,CANCELAMENTO,VALOR ALTO,1613,4,FERNANDA COSTA,26.88,2025-12,True
869,2025-09-19 16:58:02.330166,27635,VOZ,FATURAMENTO,VALOR INDEVIDO,1482,3,MARIA OLIVEIRA,24.7,2025-09,True
870,2025-08-03 04:46:02.330166,37400,WHATSAPP,INFORMACOES,NA,179,1,FERNANDA COSTA,2.98,2025-08,False
871,2025-11-04 19:28:02.330166,89269,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,648,4,FERNANDA COSTA,10.8,2025-11,True
872,2025-09-29 15:25:02.330166,85385,WHATSAPP,CANCELAMENTO,VALOR ALTO,784,2,FERNANDA COSTA,13.07,2025-09,True
873,2025-11-05 17:48:02.330166,92818,CHAT,INFORMACOES,COBERTURA,1068,2,FERNANDA COSTA,17.8,2025-11,True
874,2025-08-17 21:06:02.330166,35369,VOZ,SUPORTE TECNICO,INSTABILIDADE,302,1,CARLOS LIMA,5.03,2025-08,False
875,2025-11-27 09:13:02.330166,37175,WHATSAPP,FATURAMENTO,2ª VIA,909,4,ANA SILVA,15.15,2025-11,True
876,2025-10-06 00:26:02.330166,93558,VOZ,CANCELAMENTO,VALOR ALTO,83,2,PAULO ROCHA,1.38,2025-10,False
877,2025-11-16 20:22:02.330166,18891,CHAT,CANCELAMENTO,VALOR ALTO,674,5,FERNANDA COSTA,11.23,2025-11,True
878,2025-07-16 17:18:02.330166,99893,CHAT,CANCELAMENTO,DESISTENCIA,759,4,PAULO ROCHA,12.65,2025-07,True
879,2025-07-31 07:37:02.330166,53321,CHAT,FATURAMENTO,BOLETO,1437,4,CARLOS LIMA,23.95,2025-07,True
880,2025-07-20 17:04:02.330166,73110,VOZ,FATURAMENTO,2ª VIA,1344,4,FERNANDA COSTA,22.4,2025-07,True
881,2025-11-15 17:15:02.330166,64257,WHATSAPP,CANCELAMENTO,VALOR ALTO,174,5,MARIA OLIVEIRA,2.9,2025-11,False
882,2025-08-02 21:51:02.330166,85680,WHATSAPP,CANCELAMENTO,DESISTENCIA,739,3,ANA SILVA,12.32,2025-08,True
883,2025-11-26 01:11:02.330166,14085,CHAT,SUPORTE TECNICO,LENTIDAO,828,5,JOAO SANTOS,13.8,2025-11,True
884,2025-10-12 08:22:02.330166,25315,CHAT,INFORMACOES,PLANO,1504,3,PAULO ROCHA,25.07,2025-10,True
885,2025-09-09 08:10:02.330166,21376,CHAT,FATURAMENTO,VALOR INDEVIDO,546,3,CARLOS LIMA,9.1,2025-09,False
886,2025-09-29 14:08:02.330166,49625,VOZ,CANCELAMENTO,DESISTENCIA,289,3,ANA SILVA,4.82,2025-09,False
887,2025-09-14 18:49:02.330166,76321,VOZ,SUPORTE TECNICO,SEM SINAL,1696,4,FERNANDA COSTA,28.27,2025-09,True
888,2025-08-26 21:56:02.330166,73369,WHATSAPP,SUPORTE TECNICO,SEM SINAL,1132,3,MARIA OLIVEIRA,18.87,2025-08,True
889,2025-11-22 15:55:02.330166,77652,WHATSAPP,SUPORTE TECNICO,SEM SINAL,331,2,PAULO ROCHA,5.52,2025-11,False
890,2025-09-04 13:20:02.330166,78464,VOZ,FATURAMENTO,VALOR INDEVIDO,68,3,ANA SILVA,1.13,2025-09,False
891,2025-09-18 23:45:02.330166,16047,VOZ,FATURAMENTO,VALOR INDEVIDO,1126,3,ANA SILVA,18.77,2025-09,True
892,2025-08-23 09:53:02.330166,36287,VOZ,CANCELAMENTO,DESISTENCIA,646,3,FERNANDA COSTA,10.77,2025-08,True
893,2025-10-26 04:08:02.330166,25420,CHAT,CANCELAMENTO,VALOR ALTO,365,2,MARIA OLIVEIRA,6.08,2025-10,False
894,2025-12-17 10:49:02.330166,91650,WHATSAPP,FATURAMENTO,BOLETO,1112,1,JOAO SANTOS,18.53,2025-12,True
895,2025-08-14 08:11:02.330166,28554,WHATSAPP,CANCELAMENTO,VALOR ALTO,1706,3,FERNANDA COSTA,28.43,2025-08,True
896,2025-07-08 23:12:02.330166,50812,WHATSAPP,SUPORTE TECNICO,SEM SINAL,753,5,CARLOS LIMA,12.55,2025-07,True
897,2025-07-01 06:37:02.330166,71700,WHATSAPP,FATURAMENTO,BOLETO,163,1,CARLOS LIMA,2.72,2025-07,False
898,2025-09-11 15:12:02.330166,61369,VOZ,FATURAMENTO,BOLETO,1503,5,FERNANDA COSTA,25.05,2025-09,True
899,2025-08-29 17:41:02.330166,50952,CHAT,INFORMACOES,COBERTURA,1734,2,PAULO ROCHA,28.9,2025-08,True
900,2025-10-07 08:39:02.330166,27274,VOZ,FATURAMENTO,VALOR INDEVIDO,1724,4,ANA SILVA,28.73,2025-10,True
901,2025-10-28 14:28:02.330166,94465,WHATSAPP,INFORMACOES,PROMOCAO,1629,4,CARLOS LIMA,27.15,2025-10,True
902,2025-07-22 03:52:02.330166,90863,CHAT,SUPORTE TECNICO,SEM SINAL,804,4,JOAO SANTOS,13.4,2025-07,True
903,2025-09-16 12:22:02.330166,73898,VOZ,CANCELAMENTO,VALOR ALTO,193,4,ANA SILVA,3.22,2025-09,False
904,2025-09-17 23:08:02.330166,32387,CHAT,CANCELAMENTO,VALOR ALTO,1632,3,FERNANDA COSTA,27.2,2025-09,True
905,2025-07-14 17:40:02.330166,63174,WHATSAPP,SUPORTE TECNICO,INSTABILIDADE,1691,1,MARIA OLIVEIRA,28.18,2025-07,True
906,2025-09-30 23:33:02.330166,70420,CHAT,FATURAMENTO,VALOR INDEVIDO,1269,4,JOAO SANTOS,21.15,2025-09,True
907,2025-07-24 22:43:02.330166,73225,CHAT,SUPORTE TECNICO,INSTABILIDADE,195,3,JOAO SANTOS,3.25,2025-07,False
908,2025-10-07 06:08:02.330166,54852,WHATSAPP,INFORMACOES,PROMOCAO,1481,2,JOAO SANTOS,24.68,2025-10,True
909,2025-12-12 10:57:02.330166,85260,CHAT,FATURAMENTO,2ª VIA,294,5,FERNANDA COSTA,4.9,2025-12,False
910,2025-10-05 01:09:02.330166,22799,CHAT,INFORMACOES,PROMOCAO,420,3,CARLOS LIMA,7.0,2025-10,False
911,2025-07-15 19:03:02.330166,99850,WHATSAPP,FATURAMENTO,2ª VIA,1639,4,MARIA OLIVEIRA,27.32,2025-07,True
912,2025-10-24 04:15:02.330166,18058,VOZ,INFORMACOES,COBERTURA,505,2,FERNANDA COSTA,8.42,2025-10,False
913,2025-10-24 07:23:02.330166,29558,CHAT,FATURAMENTO,BOLETO,1148,3,CARLOS LIMA,19.13,2025-10,True
914,2025-08-02 10:29:02.330166,99327,CHAT,INFORMACOES,PLANO,673,5,PAULO ROCHA,11.22,2025-08,True
915,2025-11-03 16:01:02.330166,55123,VOZ,CANCELAMENTO,VALOR ALTO,1253,1,FERNANDA COSTA,20.88,2025-11,True
916,2025-11-28 04:36:02.330166,48559,VOZ,INFORMACOES,PLANO,816,5,ANA SILVA,13.6,2025-11,True
917,2025-10-05 22:45:02.330166,57086,VOZ,FATURAMENTO,2ª VIA,637,1,JOAO SANTOS,10.62,2025-10,True
918,2025-10-11 10:24:02.330166,61677,WHATSAPP,INFORMACOES,COBERTURA,711,4,CARLOS LIMA,11.85,2025-10,True
919,2025-10-03 05:36:02.330166,37684,WHATSAPP,INFORMACOES,PROMOCAO,415,4,JOAO SANTOS,6.92,2025-10,False
920,2025-09-04 00:16:02.330166,57223,CHAT,SUPORTE TECNICO,INSTABILIDADE,375,3,PAULO ROCHA,6.25,2025-09,False
921,2025-06-28 02:38:02.330166,19403,WHATSAPP,SUPORTE TECNICO,SEM SINAL,92,2,PAULO ROCHA,1.53,2025-06,False
922,2025-09-13 12:04:02.330166,27796,VOZ,INFORMACOES,NA,341,4,CARLOS LIMA,5.68,2025-09,False
923,2025-07-28 17:29:02.330166,69558,WHATSAPP,INFORMACOES,COBERTURA,928,5,CARLOS LIMA,15.47,2025-07,True
924,2025-08-06 02:13:02.330166,34352,CHAT,INFORMACOES,PROMOCAO,1298,1,FERNANDA COSTA,21.63,2025-08,True
925,2025-08-08 02:19:02.330166,75762,CHAT,INFORMACOES,COBERTURA,901,5,FERNANDA COSTA,15.02,2025-08,True
926,2025-12-21 01:55:02.330166,14963,WHATSAPP,CANCELAMENTO,DESISTENCIA,1049,3,ANA SILVA,17.48,2025-12,True
927,2025-07-10 13:45:02.330166,28623,WHATSAPP,INFORMACOES,COBERTURA,1557,5,MARIA OLIVEIRA,25.95,2025-07,True
928,2025-07-10 05:45:02.330166,78597,WHATSAPP,INFORMACOES,COBERTURA,241,2,CARLOS LIMA,4.02,2025-07,False
929,2025-10-19 08:34:02.330166,80673,WHATSAPP,FATURAMENTO,2ª VIA,699,5,ANA SILVA,11.65,2025-10,True
930,2025-09-19 08:28:02.330166,69511,WHATSAPP,CANCELAMENTO,DESISTENCIA,1020,5,PAULO ROCHA,17.0,2025-09,True
931,2025-08-29 05:51:02.330166,48616,CHAT,CANCELAMENTO,VALOR ALTO,403,1,PAULO ROCHA,6.72,2025-08,False
932,2025-07-07 04:17:02.330166,92483,CHAT,CANCELAMENTO,VALOR ALTO,1244,2,FERNANDA COSTA,20.73,2025-07,True
933,2025-08-18 02:38:02.330166,91830,VOZ,FATURAMENTO,2ª VIA,647,4,ANA SILVA,10.78,2025-08,True
934,2025-07-09 23:45:02.330166,46418,CHAT,SUPORTE TECNICO,INSTABILIDADE,331,5,MARIA OLIVEIRA,5.52,2025-07,False
935,2025-06-28 14:00:02.330166,24621,WHATSAPP,CANCELAMENTO,VALOR ALTO,417,5,PAULO ROCHA,6.95,2025-06,False
936,2025-09-15 07:24:02.330166,58466,VOZ,SUPORTE TECNICO,INSTABILIDADE,595,2,CARLOS LIMA,9.92,2025-09,False
937,2025-11-29 22:08:02.330166,14337,CHAT,SUPORTE TECNICO,INSTABILIDADE,232,2,FERNANDA COSTA,3.87,2025-11,False
